error_code,amount,retry_count,gateway_health,time_since_failure,customer_history,previous_attempt_result,recovered
E03,4363.24,2,0.615,2287,0.18,0,1
E03,1826.72,2,0.207,3291,0.82,1,0
E01,8331.26,0,0.438,2623,0.948,0,0
E02,3314.34,1,0.411,3477,0.164,1,0
E02,9350.82,1,0.389,1826,0.267,0,1
E01,5732.45,2,0.831,59,0.645,1,1
E03,5193.65,1,0.401,228,0.944,1,1
E02,4290.73,2,0.321,660,0.928,0,0
E03,4066.64,2,0.881,372,0.925,0,0
E99,8197.87,2,0.506,2908,0.464,1,0
E02,6807.26,2,0.347,3400,0.977,0,0
E99,7759.53,2,0.801,2238,0.393,1,0
E02,4268.73,2,0.726,682,0.131,0,1
E99,2688.23,1,0.956,3524,0.712,1,1
E01,959.97,1,0.902,1107,0.573,1,1
E02,7788.89,1,0.755,3175,0.801,1,1
E02,4211.24,2,0.329,2475,0.634,0,0
E01,5141.31,0,0.587,1576,0.821,1,1
E02,4746.5,1,0.295,2850,0.373,0,0
E99,4368.26,1,0.64,2390,0.321,0,0
E03,6870.61,1,0.933,3279,0.762,1,0
E01,6126.47,1,0.203,2188,0.518,1,0
E01,9723.33,0,0.901,1423,0.219,1,1
E01,1475.15,2,0.631,341,0.403,0,1
E01,5777.84,0,0.321,3572,0.803,0,1
E99,726.08,0,0.885,2809,0.918,0,1
E02,8098.39,0,0.63,374,0.765,1,1
E01,6201.48,1,0.559,2184,0.725,0,1
E02,4340.95,0,0.6,2975,0.813,1,0
E01,8042.13,2,0.318,2519,0.238,0,0
E01,4604.53,2,0.29,980,0.595,1,0
E03,2355.08,1,0.729,498,0.609,1,0
E03,4777.76,2,0.904,3373,0.939,0,1
E99,801.23,0,0.756,1333,0.064,0,0
E03,8988.82,0,0.873,3129,0.962,0,1
E02,7336.49,1,0.876,1676,0.733,1,1
E03,7627.13,2,0.226,2744,0.071,0,0
E99,8757.48,1,0.817,875,0.538,0,0
E03,7936.57,2,0.818,2173,0.116,0,0
E99,4375.34,1,0.48,2017,0.617,0,0
E03,1274.5,1,0.528,772,0.475,0,0
E99,3796.31,2,0.796,2451,0.776,0,0
E01,9347.44,2,0.989,1663,0.595,0,0
E03,9496.0,1,0.99,2353,0.789,0,1
E02,7701.92,2,0.579,126,0.397,0,1
E02,2123.86,1,0.832,443,0.855,1,1
E03,2025.05,1,0.573,2554,0.864,0,0
E99,8809.74,0,0.893,3585,0.666,1,0
E99,1504.97,0,0.72,418,0.298,0,1
E01,5882.96,2,0.949,92,0.982,0,0
E03,3844.69,0,0.998,930,0.819,0,1
E03,3089.91,1,0.464,154,0.851,1,0
E01,6806.08,2,0.983,882,0.061,1,1
E01,9599.73,1,0.754,2491,0.827,0,0
E01,7798.57,0,0.39,2836,0.255,1,1
E03,4913.01,2,0.202,2271,0.528,1,0
E02,4463.04,0,0.747,1442,0.712,1,1
E99,9085.88,2,0.378,558,0.436,1,0
E02,5823.26,0,0.385,1924,0.279,0,0
E99,5016.73,1,0.642,3473,0.52,1,0
E02,6860.08,1,0.225,751,0.332,0,0
E03,2447.82,1,0.533,1953,0.628,1,0
E01,730.98,1,0.839,1203,0.153,0,0
E02,8565.6,1,0.222,1288,0.434,1,1
E03,6111.89,2,0.699,1843,0.606,1,0
E99,1732.28,2,0.327,609,0.981,0,1
E03,3050.67,1,0.89,699,0.516,0,0
E01,9900.34,2,0.513,148,0.45,0,0
E02,6380.79,2,0.85,2483,0.98,1,1
E01,6397.51,1,0.779,3272,0.92,1,1
E01,814.42,1,0.902,1617,0.683,1,0
E03,9693.02,0,0.613,2233,0.562,1,0
E03,8938.55,1,0.589,3541,0.305,0,0
E03,5523.05,0,0.23,2733,0.636,1,0
E99,3162.95,0,0.627,888,0.834,0,0
E03,7010.75,2,0.618,2793,0.973,1,1
E03,8350.41,0,0.685,1426,0.211,1,1
E01,7882.6,1,0.305,3453,0.308,1,1
E01,9772.77,2,0.632,3328,0.881,1,1
E03,6404.87,1,0.563,150,0.859,0,0
E99,3280.13,2,0.677,3189,0.724,1,0
E01,5029.48,2,0.728,865,0.148,0,0
E02,8181.54,1,0.489,1743,0.714,0,0
E03,2726.89,2,0.603,2697,0.491,0,0
E01,2390.94,2,0.516,445,0.399,0,0
E02,7275.86,1,0.812,58,0.286,1,1
E99,4499.83,2,0.837,1472,0.349,1,1
E03,8184.05,0,0.434,2094,0.554,1,1
E01,1522.47,0,0.408,2114,0.202,0,0
E99,3423.39,1,0.743,3428,0.529,1,1
E01,2754.19,1,0.819,915,0.095,1,1
E99,7008.89,1,0.209,2564,0.436,0,0
E01,7617.36,2,0.542,688,0.952,0,1
E02,4614.43,1,0.446,1620,0.745,1,0
E02,4832.49,2,0.813,1913,0.114,0,1
E01,1407.12,2,0.315,1546,0.697,0,0
E99,7048.1,0,0.823,634,0.234,0,0
E01,9923.94,1,0.729,686,0.496,1,1
E01,7801.43,0,0.874,3148,0.327,1,1
E01,2308.81,1,0.992,3421,0.928,1,1
E03,6268.92,1,0.581,268,0.101,0,0
E03,3020.07,0,0.76,837,0.878,0,0
E99,398.75,0,0.768,3554,0.709,0,0
E01,1880.25,1,0.876,421,0.391,1,1
E02,1115.68,0,0.615,1937,0.877,0,1
E01,2039.73,0,0.286,1042,0.432,1,1
E02,7976.48,1,0.983,3540,0.706,1,1
E99,2999.04,2,0.245,2681,0.791,1,0
E03,7594.7,1,0.97,2705,0.319,0,0
E02,9493.74,2,0.404,237,0.118,0,0
E02,5785.3,0,0.594,551,0.866,1,1
E99,4905.55,2,0.961,2861,0.267,0,0
E02,7526.26,1,0.741,819,0.926,1,0
E01,1061.19,2,0.668,1564,0.346,1,1
E02,4339.3,0,0.461,385,0.44,0,0
E01,5038.36,1,0.434,80,0.454,0,1
E01,8327.41,1,0.226,2624,0.49,1,0
E01,8160.75,2,0.669,639,0.955,1,1
E02,8497.83,2,0.544,608,0.28,0,1
E03,7008.94,2,0.379,3035,0.622,1,0
E01,5352.5,2,0.507,2572,0.326,1,0
E02,8296.01,2,0.953,770,0.173,1,1
E99,8745.5,0,0.879,3094,0.321,0,0
E03,4856.8,0,0.544,3493,0.569,1,0
E02,9858.05,2,0.984,1482,0.621,1,0
E01,8760.7,1,0.57,1636,0.298,0,0
E99,5153.65,2,0.479,2380,0.978,1,1
E01,785.95,2,0.51,530,0.391,1,0
E01,2322.47,1,0.9,3222,0.832,0,1
E99,7786.35,0,0.414,451,0.083,1,0
E02,1200.43,2,0.378,2711,0.704,0,0
E03,4751.02,0,0.968,2077,0.335,0,0
E02,6088.04,0,0.787,471,0.555,0,1
E03,8795.63,0,0.811,1591,0.836,1,1
E01,8486.43,0,0.792,1053,0.731,0,1
E01,7666.35,1,0.746,3374,0.388,1,0
E01,4136.17,2,0.273,1928,0.739,1,1
E01,1508.27,2,0.803,1325,0.439,0,1
E99,6729.53,1,0.399,952,0.11,1,0
E01,1894.76,0,0.306,514,0.676,1,1
E02,5657.01,1,0.986,1821,0.931,0,1
E03,9808.71,2,0.222,1834,0.129,1,0
E03,5548.07,0,0.225,3430,0.696,0,0
E02,6491.01,0,0.448,2333,0.839,0,1
E02,6808.0,0,0.875,1631,0.611,1,1
E99,8320.84,2,0.982,1341,0.506,1,0
E03,4406.31,0,0.295,942,0.273,0,0
E03,5025.35,2,0.516,2328,0.232,0,0
E99,1842.12,0,0.787,528,0.423,1,1
E03,6185.33,1,0.716,22,0.653,1,0
E01,3028.0,2,0.387,3244,0.346,0,0
E02,5125.49,0,0.463,121,0.509,0,0
E01,7688.92,0,0.675,828,0.614,1,1
E03,273.94,2,0.228,2010,0.247,1,0
E99,5682.76,2,0.807,697,0.747,1,1
E02,1817.11,2,0.42,2412,0.641,1,1
E02,2865.9,0,0.863,1984,0.606,0,1
E01,443.66,2,0.747,271,0.499,1,1
E99,1777.68,0,0.716,1662,0.393,1,1
E01,9867.63,1,0.814,2989,0.566,0,1
E01,9985.38,2,0.26,1389,0.77,0,0
E01,7226.49,2,0.408,2439,0.714,1,1
E01,6157.38,0,0.617,2083,0.743,0,1
E02,7792.37,1,0.822,1658,0.247,0,1
E02,8975.89,0,0.879,2050,0.783,1,0
E01,5241.12,1,0.506,1753,0.365,0,0
E01,449.31,2,0.835,247,0.269,1,1
E01,7123.02,0,0.376,1571,0.164,0,1
E02,9847.56,0,0.266,1494,0.831,1,0
E01,2654.72,0,0.397,2804,0.636,1,1
E03,4688.31,0,0.923,2595,0.841,1,1
E01,3676.62,1,0.635,2065,0.578,1,1
E01,3965.63,2,0.585,1374,0.859,0,1
E02,7241.86,0,0.795,2268,0.573,0,1
E02,3846.2,1,0.208,3591,0.657,0,0
E01,9416.73,2,0.295,3013,0.103,0,0
E01,7917.62,1,0.28,848,0.679,0,0
E99,373.71,0,0.297,1010,0.612,0,1
E01,8203.63,0,0.563,1787,0.278,0,0
E02,7751.29,0,0.425,2377,0.156,0,0
E02,5213.29,0,0.829,2426,0.376,0,1
E01,5018.49,0,0.871,2819,0.107,0,0
E02,8371.72,1,0.94,1972,0.615,1,1
E03,4305.37,1,0.357,2967,0.563,1,0
E03,1678.68,2,0.602,141,0.913,0,0
E01,3197.7,2,0.239,782,0.537,1,0
E01,2725.5,0,0.392,1849,0.736,0,0
E01,6842.48,1,0.692,1881,0.674,0,1
E02,1870.85,2,0.538,3479,0.708,1,0
E03,6483.25,0,0.753,2374,0.345,1,1
E01,4713.07,2,0.871,1464,0.44,1,1
E01,8412.64,0,0.248,2112,0.163,1,0
E99,4901.49,1,0.951,419,0.661,1,0
E01,9305.06,2,0.234,1409,0.334,1,1
E02,9014.64,1,0.985,77,0.566,1,0
E03,1934.35,1,0.71,541,0.916,0,0
E01,6893.05,1,0.235,1484,0.692,0,1
E01,2224.79,1,0.515,19,0.302,0,0
E01,8250.71,2,0.407,667,0.534,0,0
E99,6393.66,2,0.839,3218,0.616,1,0
E01,3011.77,0,0.38,3005,0.849,1,1
E01,2566.32,1,0.861,2047,0.796,0,0
E01,4352.82,2,0.45,3428,0.346,1,0
E01,8027.16,1,0.991,112,0.914,1,1
E03,7982.0,1,0.416,3385,0.189,1,0
E01,430.42,2,0.748,1786,0.31,1,1
E02,3092.64,2,0.84,1348,0.082,1,1
E02,4286.22,0,0.373,2846,0.343,1,0
E03,5897.26,2,0.261,1637,0.439,0,0
E01,1580.32,2,0.641,2165,0.277,1,0
E99,3419.3,0,0.742,1134,0.062,0,0
E03,8867.41,2,0.854,1887,0.06,1,0
E01,4817.82,1,0.418,465,0.919,1,1
E03,7467.02,0,0.898,774,0.741,1,0
E99,4899.31,1,0.933,2012,0.706,1,1
E01,4703.33,1,0.823,3397,0.789,1,1
E99,6257.06,1,0.206,671,0.703,0,0
E02,2667.71,0,0.27,2082,0.108,1,1
E03,2573.04,2,0.998,214,0.92,1,0
E99,9894.6,1,0.787,1822,0.453,1,0
E02,8703.02,0,0.701,3058,0.476,1,1
E03,7403.77,1,0.921,1222,0.883,0,1
E01,1457.73,1,0.232,2874,0.242,0,1
E03,399.22,0,0.806,1415,0.344,1,0
E03,1836.58,2,0.724,3334,0.854,0,0
E01,9383.54,1,0.879,2263,0.538,0,0
E02,8181.27,2,0.822,1179,0.445,0,0
E01,5278.45,2,0.588,955,0.947,1,1
E01,9690.93,0,0.257,3134,0.885,0,0
E01,1551.16,0,0.928,1731,0.884,0,1
E01,5635.59,2,0.811,1435,0.249,1,0
E01,1913.9,1,0.485,2112,0.843,1,1
E01,3133.64,0,0.987,262,0.667,1,0
E03,9407.34,0,0.449,662,0.7,0,0
E03,8695.96,1,0.496,1648,0.095,0,0
E03,1107.81,1,0.98,1048,0.572,0,0
E01,2570.48,0,0.734,1994,0.255,1,1
E99,5985.62,0,0.903,1254,0.921,1,1
E02,707.39,1,0.91,1556,0.578,0,1
E01,5545.84,1,0.629,2805,0.63,0,1
E01,5886.47,0,0.414,2827,0.279,1,1
E03,2980.58,0,0.878,1053,0.446,0,1
E01,3001.92,0,0.602,1267,0.548,1,1
E02,2367.88,1,0.651,2303,0.813,0,0
E99,9363.2,0,0.633,3315,0.625,1,0
E01,3949.82,0,0.208,1960,0.156,1,1
E01,5894.16,2,0.237,267,0.474,0,0
E99,3085.59,2,0.693,2146,0.328,0,0
E02,7056.37,1,0.836,2593,0.557,1,1
E01,1104.27,0,0.566,3371,0.492,0,1
E99,809.25,2,0.352,3344,0.071,1,0
E99,7468.41,2,0.525,2486,0.245,1,0
E02,7294.01,2,0.815,1991,0.67,1,0
E03,2723.51,0,0.287,603,0.562,1,1
E01,3614.96,1,0.648,3163,0.1,1,1
E01,9576.88,2,0.762,1716,0.612,0,0
E02,1132.87,0,0.533,2490,0.523,1,0
E01,1913.16,0,0.681,2646,0.191,1,1
E03,4357.38,0,0.907,53,0.052,0,1
E03,2892.78,1,0.37,1344,0.365,1,0
E01,6525.18,1,0.308,2416,0.783,0,1
E02,6936.96,0,0.249,1705,0.175,0,0
E01,5311.24,2,0.781,2363,0.938,0,1
E99,6150.85,1,0.92,2024,0.56,1,0
E01,4390.87,0,0.752,1,0.763,0,0
E03,7627.83,2,0.981,1101,0.968,0,0
E02,516.78,2,0.766,1473,0.297,1,1
E02,3197.62,0,0.431,1385,0.598,0,0
E03,6875.86,2,0.404,140,0.37,0,0
E03,3363.49,0,0.733,67,0.129,0,0
E02,877.5,2,0.741,1055,0.796,0,0
E03,3515.63,1,0.619,3064,0.061,1,0
E99,7143.8,0,0.622,3551,0.867,1,0
E02,1307.65,0,0.533,3012,0.797,1,0
E02,7273.85,2,0.48,3385,0.65,0,0
E01,7777.01,1,0.707,3334,0.606,1,1
E03,6389.48,1,0.798,2465,0.845,0,1
E02,2517.92,2,0.851,442,0.102,0,1
E02,8072.42,1,0.446,1321,0.742,1,1
E01,2222.98,0,0.886,2650,0.22,1,1
E99,9067.63,2,0.442,1427,0.069,1,0
E02,7095.79,1,0.444,968,0.344,0,0
E03,641.73,0,0.845,138,0.358,0,1
E01,8012.94,2,0.976,1219,0.231,1,0
E99,5113.69,2,0.946,1218,0.718,1,0
E01,4581.22,0,0.289,2929,0.575,1,1
E01,4263.06,1,0.431,2823,0.915,1,0
E99,6105.64,2,0.808,408,0.766,0,0
E99,7273.33,2,0.845,1870,0.827,0,0
E01,8970.17,0,0.603,3250,0.898,0,1
E02,2802.15,2,0.213,1716,0.808,1,1
E03,6344.69,0,0.601,3443,0.161,1,0
E99,6894.79,1,0.225,328,0.224,0,0
E02,6780.49,1,0.425,1160,0.428,0,0
E02,4980.71,0,0.725,3308,0.362,1,1
E03,3971.12,2,0.308,2577,0.882,0,0
E03,7647.55,0,0.77,1019,0.543,1,1
E03,3070.1,2,0.697,3210,0.873,0,1
E02,2159.73,2,0.544,1379,0.414,0,0
E01,5503.71,1,0.498,2853,0.902,1,1
E99,2749.35,1,0.932,1191,0.117,0,0
E99,429.01,0,0.643,1220,0.469,1,1
E03,610.6,2,0.911,1184,0.897,0,1
E01,6980.6,2,0.53,1315,0.473,1,1
E01,9734.14,1,0.676,2157,0.739,1,1
E03,4601.41,0,0.964,2913,0.389,1,0
E01,1555.91,1,0.299,2257,0.829,1,1
E99,8199.02,2,0.41,93,0.644,0,0
E02,2688.22,2,0.933,2155,0.813,1,0
E03,9956.7,0,0.538,1553,0.554,1,0
E99,5676.32,2,0.418,247,0.649,0,0
E02,2403.06,0,0.998,1190,0.547,1,0
E01,5010.45,1,0.282,3490,0.583,1,0
E03,3420.27,1,0.689,1255,0.698,1,1
E02,7816.77,0,0.83,2570,0.164,1,1
E02,1147.58,0,0.829,719,0.772,1,1
E03,8584.33,2,0.553,3177,0.384,0,0
E99,7696.64,1,0.235,2930,0.062,1,0
E02,8627.5,2,0.873,575,0.655,0,1
E01,8960.44,1,0.842,2488,0.627,1,0
E02,2374.8,1,0.39,3355,0.732,0,0
E02,5257.96,0,0.472,3256,0.988,0,1
E01,8514.23,1,0.61,2598,0.484,0,0
E01,3836.14,2,0.291,2627,0.965,0,0
E03,698.04,0,0.856,1803,0.593,0,1
E01,2987.18,1,0.938,538,0.386,0,0
E99,2495.01,1,0.447,84,0.687,0,0
E01,8713.62,2,0.939,1056,0.235,1,1
E01,4692.08,0,0.841,912,0.958,1,1
E03,6867.09,0,0.782,3289,0.465,1,0
E99,9624.98,0,0.975,3019,0.06,0,1
E01,3061.96,0,0.46,1169,0.666,0,1
E01,7635.88,2,0.933,1365,0.163,0,1
E01,325.36,0,0.279,2675,0.134,1,1
E02,1130.75,1,0.582,2442,0.072,1,1
E02,1702.46,0,0.642,3191,0.88,1,1
E01,3192.94,2,0.298,2631,0.082,1,0
E01,4089.57,1,0.79,2490,0.555,1,1
E02,4822.46,1,0.58,2792,0.51,0,0
E99,2528.78,2,0.564,3218,0.906,1,0
E03,755.53,0,0.665,1377,0.906,1,0
E02,6807.48,2,0.308,905,0.916,0,0
E01,334.25,1,0.36,3275,0.426,0,0
E01,8113.76,1,0.345,582,0.495,0,0
E01,9298.63,0,0.962,1052,0.826,0,1
E03,7132.65,0,0.819,490,0.163,0,0
E99,6000.01,2,0.623,3009,0.158,0,0
E99,6604.48,2,0.728,3301,0.916,0,0
E99,6557.0,2,0.72,1529,0.078,0,0
E99,9323.88,0,0.41,359,0.41,1,0
E99,9646.63,2,0.269,843,0.233,0,0
E01,4324.45,0,0.644,2084,0.129,0,1
E01,6209.08,2,0.41,1237,0.965,1,0
E01,8047.79,1,0.899,2700,0.206,1,0
E02,110.28,2,0.389,2878,0.456,1,0
E01,5317.46,0,0.658,1572,0.291,0,0
E03,6563.48,2,0.536,2213,0.512,0,0
E03,7200.33,1,0.794,230,0.771,0,1
E02,3751.02,1,0.961,492,0.67,0,0
E01,3026.88,1,0.529,1210,0.587,1,1
E01,1903.21,2,0.235,447,0.53,0,0
E01,5622.37,1,0.729,54,0.174,1,1
E99,9201.1,1,0.303,2474,0.428,1,0
E02,8970.18,1,0.284,85,0.901,0,0
E03,3663.66,0,0.729,862,0.821,1,0
E01,2652.77,2,0.282,2597,0.111,0,0
E02,7909.06,2,0.303,751,0.84,0,0
E02,7277.3,1,0.551,819,0.828,1,1
E03,5102.86,2,0.562,2698,0.804,1,0
E03,3951.4,0,0.931,80,0.816,1,1
E01,1325.6,0,0.421,1162,0.974,0,1
E99,7872.87,2,0.521,1930,0.102,0,0
E01,6212.9,2,0.766,246,0.411,1,1
E99,3831.13,2,0.862,2348,0.96,0,1
E01,9196.0,0,0.479,1529,0.57,0,0
E01,6630.76,1,0.705,1118,0.691,1,1
E03,9299.46,2,0.699,2049,0.39,1,1
E01,4796.68,0,0.443,140,0.249,0,0
E02,4600.72,2,0.295,2165,0.97,1,1
E02,9378.67,2,0.746,1669,0.39,1,0
E01,9601.94,0,0.414,211,0.577,1,1
E03,9611.6,1,0.455,2828,0.279,0,1
E99,8207.08,2,0.658,1633,0.959,1,0
E99,4677.82,2,0.329,247,0.293,0,0
E01,2181.96,2,0.393,1295,0.909,0,0
E02,3896.06,2,0.557,2682,0.324,0,0
E01,9389.15,2,0.903,1616,0.94,0,1
E01,3699.19,2,0.818,1395,0.395,0,0
E01,7591.5,2,0.454,151,0.87,1,1
E99,9237.74,0,0.442,233,0.614,1,0
E99,9706.88,1,0.99,1064,0.157,1,1
E03,9481.97,1,0.723,977,0.328,1,0
E02,5595.07,1,0.748,2316,0.765,1,0
E02,4969.61,0,0.244,1693,0.677,1,0
E02,9877.64,2,0.284,454,0.385,1,1
E02,2259.97,2,0.436,2346,0.234,1,1
E02,1956.55,1,0.874,3453,0.829,0,1
E01,9635.5,2,0.929,3090,0.635,1,1
E01,6923.03,0,0.353,3578,0.691,1,0
E99,5409.41,2,0.771,1728,0.5,1,0
E02,1407.29,0,0.899,1298,0.379,1,1
E99,5181.08,2,0.903,201,0.409,0,0
E01,9447.79,1,0.567,2451,0.079,0,1
E02,6068.62,1,0.407,1584,0.937,1,1
E01,4105.82,2,0.965,2287,0.395,0,1
E01,5555.92,0,0.421,1084,0.504,0,0
E01,8872.84,2,0.402,602,0.386,0,0
E01,9137.2,1,0.365,2484,0.384,0,1
E99,4060.87,2,0.626,1398,0.694,0,0
E01,6119.8,1,0.286,1904,0.68,1,1
E03,2864.11,0,0.657,3530,0.812,1,1
E02,4565.74,1,0.955,1013,0.117,0,0
E02,2276.84,1,0.604,460,0.872,1,1
E02,5361.58,2,0.972,2563,0.949,1,1
E01,5824.58,1,0.925,2071,0.98,1,1
E99,3444.58,1,0.834,1434,0.171,1,1
E03,2793.97,0,0.686,2157,0.507,1,0
E03,1595.15,0,0.905,3323,0.933,1,1
E02,1481.48,1,0.644,603,0.763,1,1
E01,7143.47,1,0.366,2847,0.107,1,0
E99,2294.22,1,0.94,1927,0.868,1,1
E01,1267.97,0,0.602,2899,0.838,1,1
E01,9988.83,2,0.926,3302,0.783,0,0
E01,2673.17,2,0.515,576,0.437,0,0
E03,8970.88,0,0.469,417,0.644,0,0
E03,6130.94,0,0.813,14,0.723,1,0
E03,7179.19,2,0.708,683,0.423,1,0
E03,5653.1,2,0.552,1248,0.787,0,1
E01,1890.03,2,0.903,921,0.307,0,1
E99,8485.81,1,0.613,2964,0.223,0,0
E02,8296.93,2,0.21,2703,0.857,0,0
E03,3561.89,2,0.755,1266,0.369,1,0
E01,7662.12,0,0.251,2078,0.103,1,1
E99,5476.1,1,0.585,1126,0.833,1,0
E01,9099.59,0,0.354,1813,0.801,1,1
E01,8047.96,2,0.394,1047,0.804,1,0
E02,505.86,2,0.984,2851,0.37,0,1
E01,8804.83,0,0.291,821,0.617,1,1
E01,9688.81,0,0.806,3521,0.063,1,1
E03,7447.35,0,0.71,3356,0.052,0,0
E02,1287.14,0,0.356,706,0.294,1,1
E99,8093.02,0,0.948,2055,0.544,1,1
E01,6510.14,2,0.361,2923,0.614,1,1
E03,3454.38,1,0.612,3038,0.175,0,0
E02,8851.9,2,0.832,1332,0.866,1,1
E03,5699.11,1,0.811,1971,0.952,0,1
E02,8543.99,2,0.456,526,0.162,0,0
E02,6734.13,2,0.871,906,0.824,0,1
E99,2956.31,0,0.97,924,0.627,1,0
E01,9752.69,0,0.579,1029,0.522,0,1
E01,5752.95,1,0.722,1438,0.51,1,1
E03,5215.88,1,0.492,2476,0.755,0,0
E03,4094.75,2,0.483,3237,0.246,0,0
E01,1449.81,0,0.576,2093,0.622,0,0
E02,6893.51,0,0.358,1722,0.296,1,0
E99,4364.91,1,0.752,2530,0.13,1,0
E03,9352.66,0,0.332,2211,0.57,1,0
E99,9654.46,2,0.204,1607,0.302,0,0
E02,7699.64,0,0.552,120,0.748,1,1
E03,2500.7,2,0.261,1950,0.661,1,0
E01,7188.2,1,0.65,231,0.261,1,1
E99,302.18,2,0.616,2199,0.86,1,0
E02,8281.36,0,0.31,3378,0.376,0,1
E03,4986.82,2,0.397,2871,0.717,0,0
E02,9373.72,2,0.22,3018,0.301,0,0
E02,3839.82,1,0.675,1662,0.235,1,0
E03,2705.42,0,0.434,1763,0.859,0,0
E02,9951.06,0,0.77,1891,0.914,0,1
E99,5353.71,0,0.704,722,0.381,0,1
E02,8645.51,1,0.499,3530,0.346,0,0
E03,9119.47,2,0.217,145,0.71,0,0
E01,5232.84,1,0.456,3564,0.264,0,0
E02,4611.57,2,0.46,3511,0.862,1,1
E02,5573.57,2,0.466,3384,0.058,0,0
E01,8492.62,2,0.963,21,0.184,0,1
E01,9650.14,2,0.332,3435,0.163,0,0
E03,3350.39,2,0.416,856,0.349,1,0
E03,7412.44,2,0.866,939,0.864,1,0
E03,2925.21,0,0.94,2462,0.652,0,1
E01,6148.44,1,0.575,1432,0.151,1,0
E01,8067.42,1,0.632,3376,0.124,0,0
E01,8876.21,2,0.242,1787,0.321,1,0
E03,4542.29,0,0.846,422,0.633,0,1
E99,3760.58,2,0.676,862,0.608,1,0
E01,2609.17,1,0.583,2786,0.157,0,1
E03,1420.83,2,0.442,2072,0.765,1,0
E01,3712.68,2,0.555,1195,0.644,0,1
E01,8732.58,1,0.788,790,0.974,1,1
E01,4246.21,2,0.265,2447,0.569,1,0
E01,3241.2,0,0.605,960,0.358,0,1
E03,7417.41,0,0.228,348,0.162,0,0
E99,2234.29,1,0.818,2002,0.914,1,1
E01,2637.24,1,0.369,3113,0.085,1,1
E02,9365.5,0,0.923,1110,0.378,1,1
E03,907.74,2,0.581,2546,0.549,0,0
E99,4204.85,0,0.566,1607,0.586,1,1
E03,5809.84,1,0.488,3440,0.597,0,0
E01,2379.58,0,0.613,2186,0.724,0,1
E03,2882.02,0,0.47,1809,0.171,1,0
E01,2296.27,0,0.488,821,0.726,0,1
E99,3517.34,1,0.356,3195,0.886,0,0
E02,8995.21,2,0.476,165,0.079,1,0
E03,4372.71,0,0.849,1945,0.084,0,0
E01,4236.51,2,0.397,958,0.982,0,0
E02,3927.15,1,0.857,1846,0.343,0,1
E99,9644.75,2,0.889,3539,0.478,1,0
E03,1261.26,1,0.733,341,0.341,1,1
E02,8731.57,1,0.225,189,0.573,0,1
E99,3338.89,1,0.649,2931,0.719,0,0
E99,9569.46,2,0.867,2514,0.764,0,0
E01,3220.75,1,0.493,1484,0.384,0,1
E02,920.46,2,0.426,801,0.295,0,0
E02,5248.41,1,0.457,2160,0.564,1,0
E03,2355.87,0,0.538,926,0.411,0,0
E01,7554.6,0,0.256,2342,0.635,1,1
E01,6607.33,1,0.39,1458,0.625,0,0
E99,6896.04,0,0.718,2789,0.891,1,1
E99,2015.55,0,0.578,2370,0.054,0,0
E03,7115.44,1,0.398,2071,0.146,0,0
E99,3182.18,0,0.945,352,0.79,0,1
E03,9986.87,2,0.436,2232,0.599,1,0
E03,7344.5,2,0.303,2514,0.109,0,0
E03,5945.07,2,0.359,1875,0.936,1,0
E02,8684.47,1,0.437,2134,0.661,0,0
E02,5934.19,0,0.618,2210,0.507,0,0
E01,5572.22,2,0.253,841,0.783,0,0
E03,2449.42,1,0.884,1599,0.61,1,1
E01,6813.31,1,0.902,454,0.401,0,1
E01,3808.98,1,0.455,2795,0.329,1,1
E02,526.52,0,0.82,525,0.476,1,1
E02,8179.01,1,0.68,2918,0.497,0,1
E01,613.54,1,0.876,2291,0.719,0,0
E03,6755.77,2,0.422,1862,0.495,0,0
E99,1651.54,1,0.688,1818,0.067,1,0
E01,4382.44,2,0.258,528,0.694,0,0
E01,8605.01,2,0.208,2346,0.115,0,0
E01,1034.75,0,0.9,1345,0.846,1,1
E03,6704.79,0,0.436,2821,0.716,0,1
E03,6164.93,1,0.556,3023,0.612,1,0
E01,8688.54,2,0.385,3302,0.477,0,1
E03,1810.08,1,0.901,3300,0.212,0,0
E01,8017.9,0,0.508,2743,0.666,1,1
E02,4556.2,1,0.343,962,0.153,0,0
E99,4343.57,2,0.686,986,0.618,1,0
E01,3681.67,0,0.364,3388,0.222,0,1
E01,3917.18,1,0.409,3469,0.611,0,0
E02,5247.6,1,0.738,996,0.192,0,1
E03,1157.32,1,0.967,2333,0.139,1,1
E99,4308.15,0,0.804,3308,0.493,1,0
E99,6554.61,2,0.299,3051,0.717,0,0
E01,5032.1,2,0.45,3367,0.274,0,1
E01,1741.71,1,0.837,1266,0.518,1,1
E03,3694.21,1,0.42,1817,0.801,0,0
E01,4485.32,1,0.792,2155,0.566,0,1
E99,6721.86,0,0.577,3422,0.611,0,1
E03,9017.59,0,0.908,3538,0.257,1,1
E01,5548.72,2,0.487,1977,0.167,0,1
E03,6796.04,0,0.948,3069,0.19,1,0
E01,864.18,2,0.526,1364,0.964,1,0
E02,9549.22,1,0.781,2174,0.131,1,0
E02,3220.57,1,0.356,2916,0.192,1,0
E02,3607.49,0,0.625,3193,0.243,0,1
E03,2306.14,2,0.448,391,0.791,1,0
E03,938.23,1,0.21,263,0.424,1,1
E99,7921.46,2,0.55,780,0.793,0,0
